product_name,review_text_cln,Sentiment
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very sturdy solidly built it took build otherwise well put together love,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very easy set so far mattress moved ive week good height storing stuff underneath,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the frame nice sturdy i put board mattress corners kept falling slats,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this frame gives full support across entire bed as someone struggles scoliosis frame provides stable gentle support mattress,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i like separate pieces that type would hurt back this frame sturdy easy put together,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,it easy put together even though instructions werent specific easy figure i like space underneath it sturdy noisy very happy product,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the height perfect it pretty easy assemble seems sturdy reason stars instead frame seems little big mattress,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,buying merchandise without seeing first line preference i spent years aerospace manufacturing i knew going challenge i wrong it extremely simple assemble precision parts fit together characteristic aerospace industry it matched advertised claims better stability frame least twice price seriously good deal,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the frame true queen bed frame its long standard queen bed,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,love frame came described easy assembly heavy duty,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this bed frame great easy assemble sturdy looks sleek,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very sturdy easy assembly problems love,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy build durable,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,perfect two teens,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy put together sturdy,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very sturdy easy put together,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i bought pregnant daughter box spring broke it worth money very pleased,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy put together comfortable,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy installation great nice solid construction,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this frame super firm i really liked,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,its sturdy looks nice,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the best investment yet very sturdy great storage space underneath,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i happy i sleep lot comfortable best purchase ever,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i like loud,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy assemble one ends taller though,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,come enough lock nuts lock rails required,Neutral
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,great build item described,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,great easy put togethergreat price,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,just looking very sturdy construction we would highly recommend product,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,it takes time good,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,we love bed easy install,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the pieces fit together return,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy set delivered quickly,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,finally several bed frames found one works properly noise awesome stability,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,best frame strong durable quality,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy put together good fit mattress,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,solid well designed plenty space,Neutral
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,everything sturdy easy put together great item,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,sturdy easy assemble,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy build works great,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this frame higher expected great storing bed small rooms,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very sturdy comfortable,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy assemble right height,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,just love i like fact i storage underneath bed well,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy instructions hardware included sturdy materials overall excellent frame,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,my daughter put beds together herselfseems durable good value,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very sturdy piece able store containers bed optimal room,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this perfect bed frame easy follow instructions,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very happy purchase frame sturdy,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy assemble i tools provided,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,the best thing world,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i dislike says frame folds completely fit bed,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very well made easy put together everything need comes bed the height â lets store underneath,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,i like much comfortable metal bed frame thank,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very easy set nice sturdy,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,this bed frame nice looking easy put together just i wanted,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy assembly solid much attractive bed rails eliminates need box spring also makes bed low enough person,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,bed frame sturdy the allen wrench regular wrench give put together junk round easily,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,very easy put together done fairly quickly compact room,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,easy assemble looks great sturdy,Positive
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,bit iffy getting ended getting,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,i give star because beautiful huge tv the color lovely i must say i feel special tv feel like i made accomplishment life i lot health this gift money well spent please buy not be disappointed thanking god another year uncertainties giving is good,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great looking tv works well colors great sound towards front shipment stated weeks think but next thing i knew days later door,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,lets start i dont ever write reviews i tv lovely nice sound great picture best bang buck i ordered another one days going back forth getting get wont regret looks even nicer wall i get lots compliments,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the tv came house pretty promptly i excited open not i amazed packaging even included little screwdriver name tv ive never seen oh i went bought brand new dvd player walmart i hooked everything looks great i would probably recommend anybody get extended warranty never know tvs days but i surely hope lasts long time very pleased cost the plastic still im sure itll look even better,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the tv fantastic picture three hdmi ports capable full k resolution hz the fourth port k resolution limited hz doesnt matter hdmi port used soundbar hdmi arccec connection my cheap soundbars arc refused work correctly grand teton amazon tv issue soundbar the speakers built tv awful like flat screen televisions get decent soundbar pair unit also lcd tv came dumb tv i specifically looking rokus built tv run slow barely usable grab roku streaming stick,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv amazing beautiful picture sound way better sceptre year old screan got broke fron ball joint exploded my problem shipping took days past day scheduled delivered walmart uses fedex slow need stop estimating deliveries shipped fedex my tv salt lake days why frustrated going send back ups would much better carrier time deliveries i think twice purchasing anything else walmart big purchases get amazon good tv sound problems addressed tv excellent sound,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,price picture great not smart tv i chromecast sound best two days i tv inch green line appeared middle screen i contacted walmart shoot replacement tv hopefully doesnt happen,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i didnt want give product one star since may worked perfectly arrived tact however worth noting buy item online definite possibility arriving damaged there small amount damage box enough i would suspected tv damaged it comes shipped packaging larger box tv box placed the price right i imagine actually made wall tact probably would gotten rating,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,ordered tv preblack friday sale received quickly impressed size quality the sound also great after weeks random purple line showed tv the tv damaged touched altered two weeks sat tv stand confused line i thankful walmart customer service i able easily return tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,bought tv christmas gift daughter black friday sales christmas morning comes get box plug screen messed half screen normal half faded cant exchange i return i want get another one i either a get smaller one price b pay way size black friday deal cost lower time i brand tv living room love wish simple exchange possible,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,i always stuck namebrand tvs so i told i would try brand due price the google home comes tv awesome it easy setup i got tc mounted due smart tv firestick took care it shows great,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,im preparing ps wanting k tv seeing price low size i say flaws manageable picture ok great screen easy install view audio bass hook external device set highly recommend,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great picture decent sound price hard beat easy set only complaint volume tends go i think might internet connectivity issue roku hooked wifi vs blu ray player hard wired doesnt issue device,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,paired tv onn ac powered computer speakers the tv real good picture quality speakers bad you need external speaker source fully enjoy tv the picture quality important speakers cant expect much terms speakers im happy picture quality p crisp vibrant,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,this great k inch item great price im using monitor mac mini m computer the big size wonderful digital audio editing software daw should great video editing well so i didnt care smart tv has usb port could add streaming but i dont plan very satisfied displays via hdmi iphone well using low cost iphone adapter attached actual screen shot using logic pro x,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,it great images crisp pictures framing finish beautiful i didnt expect resolution good honestly great if youre looking k tv thats expensive i would recommend one,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the picture tube dimming longer connecting interneti never purchase another samsung continue always invest best vizio tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,nice tv clean image good price k tv nobody beat price sound good need buy sound bar still like tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,love tv price only month far everything works great sharp picture sound ok i sound bar doesnt affect anything,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,super happyeasy set upgreat pictureusing sound bareasier access ports stuff last tvwell worth moneymight get one,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,hooked xbox noticed difference immediately absolutely beautiful picture minus color temp little ill playing settings see i make even otherwise great budget k tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,decent inexpensive entry level k led tv nice clear picture sound ok tv big bedroom big living room u want premium sound i suggest sound bar go tv price cant beaten,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,so far i like tv size awesome good volume sound great picture quality warranty inexpensive awesome price fantastic product as important features actually implemented well good picture light weight good value price inexpensive,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i purchased tv i process refurnishing home i didnt open immediately the delivery driver placed tv inside home place since delivered physically looking tv doesnt appear damage soon i powered set i able see screen cracked,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love k tv the sound perfect picture sharp the thing xbox one doesnt allow hdr k tv fine and people say sound poor tv i play resident evil remake leon sound good clear the screen also perfect den room play games we inch k smart tv screen big put tv guest room,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,bought outdoor setup along outdoor case i didnt want splurge much right bat got could happier picture sound especially price bought smart soundbar go returned add much tv speakers just volume plenty loud clear backyard no bass obviously still need something fill sound voice clarity impressive i hope holds phenomenal buy price the plastic still screen photos way,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,well i finally got tv hooked kinds horrible colors like top like cracked start shooting middle picture sound came picture funky colors tv sucked called customer service young man made day sended new tv going try didnt problems tv got one star customer service today young man got five stars,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,so i recently ordered tv sale i bit skeptical im use major name brands never wouldve thought quality equal shipping made nervous i mean im shipping whole inch state state i saw another review said appreciated packing gave bit faith lol when i got tv tv box clearly see tv youre shipping home may left porch may want consider but i opened box lot precautions taken make sure tv got destination without damage i extremely happy they picture quality great it definitely compare,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,this second one tvs purchaed great size clear picture im easy install please note smart television price amazing deal easily made smart amazon fire stick ruco would highly recommend,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love new tv price quality great you regret getting one the picture crisp sound awesome,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,ivve many sceptre tvs last years i always pleased customer life great value,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,inch tv had buy way better i expected price cheap great picture sound could bit better i hooked vizio surround speakers big deal love,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,this tv perfect size entertainment center the volume great it get loud coming someone hearing issues also able adjust picture ratio definite plus good value reasonable price,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,was looking great deal money patio the images high definition i run fire stick i love no cable satellite fees,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i actually thought smart tvs however i set i decided fine price a plus definition fantastic i visual issues id perfect,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,it exactly described i purchased black friday arrived well packaged i expecting delivered blizzard time,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love tv theres nothing dislike,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,grear price flat screen complaints,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,great price great picture,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,so far good well worth,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,its easier watch colors vivid im happy tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great price great value no complaints,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love tv it nice pic,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great picture great sound great price i bought two,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,love new tv excited came early damage gonna another one âºï,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,just time put tvs i bought didnt work,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,tv came mail broken crack screen,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,tv broke received wouldnt exchange cuz days purchased took shipping days delivered not fault,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,got hard beat price love great picture quality was bit skeptical unfamiliar brand definitely good deal,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love tv this nd spectrum picture beautiful im expert tvs awesome affordable,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,for bang buck got tivo k dongle inch k smart tv steal,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,worth price picture sound really good super light easy mount wall,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,ive tv week i love out whole house specter tvs seem run forever definitely amazing tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i love tv already i immediately set matter minutes great looking home plus super affordable,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,ordering fast,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,surprised quality picture we werent looking anything expensive kids very vivid colors minecraft played kids happy no complaints far,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,got tv unwrapped set turned big line screen i learned reviews buy tv online shipped,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,i originally ordered tv bestbuy came cracked damaged returned waited weeks new one told contact ups without new tracking number i got refund went walmart instead excited finally tv one damaged the star speed shipping plus tv works light leak going bother forever not worth better luck buying tv craigslist,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,worst experience life i purchased tv online kids i took box screen broken my kids disappointed a tv drain if ask i say go store purchase tv none online trash,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,the television broken i received i smaller versions television good theres way i accurately rate television i wish walmart would offer set store shipped store fedex take care peoples items,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,for k uhd tv product steal vibrant colors picture quality close tv hdr looks like if looking jumping k market tv well worth price tag used ps pro looks amazing vast variety games,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,scepter seems known bad sound quality i owned we stereo attached i order sort adapter scepter helped figure this sound bar must picture quality good they one smart tvs this first reason purchasing brand they reasonably priced be aware wall mounting legs attach on inch legs outside furniture area sitting its best couldnt put legs the first one i ordered screen cracked i believe must something happen shipment a lot people complaining thats likely cheap,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i purchased tv bedroom the tv i smaller failing eyesight less new glasses dont help much anyway excellent picture sound durability stays i hadv almost year well worth purchase its smart tv i didnt need ive got cable i love i use often im resting bed back problems its best tv ive ever purchased,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the picture tv decent lightweight i love usb port back tv roku plugged directly instead taking another electrical plug space however audio quality tv poor sounds like speakers inside tin cans hear vibrating tv i cant turn past without getting âœtinnyâ i cant hear well level its good thing i also bought soundbar id sending tv back,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv worth every penny smart tv i looking easy setup like old school connect antenna run channel scan set picture fantastic hd air channels i receive look pristine mention hdmi connections dvdblue raylaptop,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,my first fall screen sceptre then inch now beautiful inch baby mine looks terrific the stock speakers even pretty decent picture quality great the remote responsive quality the sceptre logo looks cool least dont look like bought tv garage sale lol i like save money sceptre always best price premium product just started finished game thrones bad larry quite vivid exciting ride,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i purchased k tv well damaged straight box i never roughed anyway i told sorry inconvenience butit physical thing really sorry lucknow thats kind i would deal thanks,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,this one worst experiences ive ever encountered worst comes making online purchaseo ordered tv september good would nd didnt get th when tv arrive picture sound i called got replacement came september th yesterdayi happy picture worked became disappointed sound didnt work i called walmart let know basically tell oh well problem dont anymore replacements call brand let handle never ever purchase anything especially brand tv,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,ordered got tv within two days didnt take long notice dent screen i plugged tv i saw screen completely busted i read reviews didnt expect tv last months did expect broken upon delivery,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,the tv super easy setup the legs marked side installed tv corresponding markings the issue i screwing legs holes they already track screw hole i would suggest screwing screw first taking putting legs screw i second leg went muuuuch quicker,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i pleased purchase the tv great picture price great the side audio quality isnt best it acceptable though i would definitely buy another one this great buy someone wants bigger better tv doesnt lot spend one i dont feel disappointed,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,my tv delivered broken i ordered wall mount installation include mount i purchase mount pay installation turned tv see screen broken so i try return tv store so disappointed ive waiting weeks tv i probably wait even longer walmart replace,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,no problems far hooked fire stick good go ever since i say i bit annoyed find sensor sensitive theres quite warnings packaging making sure doesnt lay flat screen cause remote sensor break,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,when arrived i concerned hole front box the fedex guy kind enough stay help take box make sure screen wasnt damaged thank goodness wasnt i would suggest additional box would solve problem anyway its great dealnice pic audio,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,we bought tv outside dock lake we pour motorized mount tucked roof used lowers using with outside reflection sun still great picture we hating separate sound bar really sure speakers tv works,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the tv fantastic great picture modern options hdmi devices my complaint i get past dollar great widescreen sound its beyond horrible you purchase sound bar disable tv volume settings all said still great tv,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,its poor quality terrible customer support about months operation started making weird noises stopped working we went whole process sending back warranty when came back post warranty didnt work either the screen white wouldnt switch hdmi absolute piece crap spend extra buy different brand sceptre worth the teaser prices also reflect terrible quality customer support,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,we purchased television high hopes one month bad spot screen we disappointed recommend purchase if look closely attached photo see green line going tablet,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,this outstanding television especially price issue says comes swivel technology u turn tv left right came legs dont fit tv stand causing spend money another tv stand great tv wonderful pic great sound tv speakers,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great price uhd tv picture quality awesome,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i turned space screen frame it doesnt seem l,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,picture amazing sound loud i love,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv light sad didnt get roku price wasnt passing,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,tv nice volume hear sucks watching movie,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,took minutes hook ready go picture looks good,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,price cant beat setup gaming area,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,uhd tv good picture sound good also price good,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,dislike sound base movie sounds loved everything else,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv came broken buy,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,i received right legs tv stand,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv lines top,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,top tv came damaged low volume good picture,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,had months complaints far everything great,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the tv stopped working today february th i bought middle november sale there damage sits cabinet i never touch control buttons besides power button bottom i reason i came home lunch played game turned usual i dont rage throw controllers i lose after work i turned flashed black came back big vertical bars full sound control remote the manufacturer says needs repair i cover shipping cost which i live dollars insurancei paid tv luckily i paid product insurance i bought i,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i inch tvs nicegood pictureclear soundmultiple ports gamingdvds etc,Neutral
Sceptre 50 Class 4K UHD LED TV U515CV U,love watching k demo videos like store color amazing downfall need sound bar,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,television great sound perfect good buy long hours far works great i cable smart television okay,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,we ordered tv daughter christmas we decided give early i glad it working broke i called walmart sending new one i update review receive replacement,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,it cheapest large flat screen available get pay but picture quality actually really good beware fragilelight weight flat screen handle care,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,this one best purchase ive made for price quality i really satisfied the picture volume awesome put tv together super easy i would definitely recommend everyone,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,box came big hole front side extremely lucky screen damaged display milky overcolored adjustments tuning hd broadcast tv awesome,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,unfortunately could take box i help today the box damaged took screen shattered need return walmart tomorrow,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,good tv price picture quality good sound adjusted maybe sound bar would better set super easy bad price,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,this tv many problems first arrived red line middle second pixels would cut every couple minutes sounded like tv water playing sound do recommend,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,arrived broken maybe thats saw another review broken screen like one i purchased now i waste valuable time taking back,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,the price course easy set user friendly i think sound fine sound bar may good addition im using beauty salon it good buy inches nice size,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,bought item x was thrilled w price less year i started seeing lines across screen thought anomaly bought another and guess yup lines across screen save dont buy product,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,im upset i love airplay chromcast apps tv i thought apps picture clear k sharp good thing i paid i i gotta tvs hooked cause tv nothing im upset,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the picture great foe first two weeks now theres vertical line horizontal line screen shouldnt wont go away,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv broken i took box plugged was cracked inside not screen returned sceptre crap tv send factory unusable only recourse exchange second one better work dont want give star,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,i would give five stars i absolutely love tv picture great i got theres weird lines going screen i turn tv wont go away i think may damaged deliveryï¼,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,if research like i buying pretty much know youre getting this great choice imo cant go wrong great display great sound around colors pop right settings get,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i disappointed i purchased inch tv i received back busted tv stock online store i settle inch price inch very disappointed i would appreciate much walmart made right replaced i ordered inch tv,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,im sure tv fine i ordered online i received screen completely cracked didnt notice i put together turned i returned local walmart store tv i get different one the damage happened shipping it needs better packaging protect screen walmart really nice taking back store getting refund quickly low stars packaging added stars return customer service,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,tv grainy sound quality extremely poor bass nonexistent tv broke month days receiving right walmart stops taking returns sceptre refuses refund purchase i guess pay get do not buy you warned,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,the product already broken useless the sound horrible i willing deal i moved tv carpeted floor clean move stand the tv tipped slightly plastic water bottle nearby somehow cracked screen making tv useless only months do waste money,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,great tv price,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,great picture lovevit,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,first time using walmart delivery may last spotted tv deal purchased right away delivery time slow i received powered new tv displaying tuning linessimilar static lines would see older analog tv at first thought loose connection hdmi cable nope just damaged tv i waited forever receive happy i purchased warranty ill returning would great tv star price working correctly,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,first ill start i dont like theyre contracting fedex ship products fedex unreliable amazon blocked sellers using fedex i got day shipping took almost weeks i drive minutes away pick twice fedex couldnt find first time i get replacement fedex âœlostâ first one the hdr not work xbox one now i like i finally got today perfect condition works advertised dont believe reviews speakers low sounding weird tv loud clear bass typical tv speakers i cant believe tv cheap hopefully last ill update rev,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,i gone thru tvs first one suddenly stopped powering i assumed struck lightning weather bad the second one inch picture stopped showing it powers shows bunch colors none features work unfortunately i yrs i keep reaching manufacturer responding please dont waste money particular brand dont suckered low price,Negative
Sceptre 50 Class 4K UHD LED TV U515CV U,this first review i ever written product purchase walmart i purchased two sceptre televisons one ãââ hd k tv within months major issues this tv began annoying persistant clicking popping noise speakers the company send new one the tv stopped displaying image screen simply black i called sceptre customer service told one year warranty snc could help i never one tv let alone two fail within year if i could recommend anything spend extra money tcl roku tv another brand sceptre cheaply made good year,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,wonderful i needed upgrade price fabulous i get new tv stand feet farther apart i worked well many features settings plug ports size works well living room easy assemble packaged wellits brand i familiar satisfied quality thank,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,couple things note tvs foot print inches bottom stand stand you want tv stand least inches across tv stable also running k content make sure switch hdmi ports settings out box pots set this smart tv i didnt want smart tv anyways so far good i see this st k tv rich vibrant colors great picture quality i bought tv preparation next generation video gaming xbox series xps i cant wait check holiday i also opted year protection plan case for price quality i dont think could better,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,shipped fed ex box undamaged tv set got picture screen returned local wal mart problem as i walking away girls behind counter said âœ thing others picture âœ doesnt speak well product bought another brand happy,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,bought first tv christmas managed score bucks for money amazing im critic image quality great however lacks color reproduction not picky dealbreaker aware not greatest viewing angles hey inch k tv bucks its perfect certainly great money,Positive
Sceptre 50 Class 4K UHD LED TV U515CV U,outstanding deal,Positive
