product_name,reviewer,review_date,review_text
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,shortie1981,7/22/2021,Received the bed frame a week after ordering and it was an easy assembly
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Kim,7/16/2021,I will be returning which isnt a fun task to take a part
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Randy,7/14/2021,"Very sturdy, durable bed frame. Room to store things underneath, if you want."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Sharon,7/20/2021,High enough  to put storage underneath.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Elba,5/12/2021,"Very,very nice frame
loved"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Ms,3/30/2021,very sturdy.  my 11 year old gson put together
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,EdwardsvilleShopper,6/28/2021,I bought this for a bed that adjusts and it works well. I would buy it again.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Sarah,2/19/2022,I bought this frame for my 10 year old as his old one got ruined in our recent move. It's extremely easy to put together and takes only maybe 30 minutes if that. It feels very sturdy and comfortable. I like that the bottom slats are pretty close together so no sagging mattress falling through. I'm larger and the bed holds me just fine as well. Really happy with this frame especially for the price
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,LaRaven,7/2/2020,Easy to put together. Doesn't make noise. My mattress doesnt shift. Plenty of storage under the bed. Very impressed.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Candace,7/27/2020,Easy to put together. Saved us on not needing a box spring. Works very well for the price it was. Would purchase again.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Angy,12/7/2020,my husband is on the chubby side and we bought a dreamcloud mattress.we needed a frame this came on time and it is super sturdy.my husband used a drill to tighten the screws.no noise or anything.super sturdy.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,,12/16/2020,Very durable bed.  Purchased a king size and I  love it.  I am able to put items under the bed so it works out great.  I use a foot stool to get into bed because the mattress is on two box springs.. I sit like a queen LOL!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Maria,3/6/2021,"So easy took about 10 mins to set up. When your a single mom, stuff like this just makes like so easy. Just got a second one delivered for myself! Get it! You wont regret it"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,jojo,3/14/2022,The frame was very easy to put together Lots of room under for storage Mattress stays on frame I put some sticky tape on all four points of the frame does not move very satisfied.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Doug,2/12/2021,Love love love our bed frame. It's sturdy made with real metal not aluminum . Love the height! We were able to store all kinds of things under it! Easy to install was a bonus!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Michelle,3/29/2021,"Easy to assemble.. sturdy.. perfect height with no box spring, I'm short so not a big fan of high beds lol.. absolutely love it.. hopefully it holds well with time and both of mine and my boyfriends weight when he stays.. fingers crossed lol.."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Dan,1/5/2021,I can feel the bars through my new mattress. I plan to add a board between the frame and mattress before the frame warps the new mattress. Not a bad product but needs something else besides bars directly under mattress.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Benet,2/22/2021,Easy to put together with 2 people minimally. Sturdy frame even with box springs. Id recommend this to others in a heart beat. This was a great investment.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Floris,3/25/2021,This was pretty easy to put together. I did it by myself under an hour. Easy directions. No missing pieces or damage. I like it.  It's sturdy for me. It's not creaking. The directions say to tighten the screws good to prevent that.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,tanisha,3/2/2022,This is actually the fourth one Ive purchased. One for each kid still at home. They eliminate the need for a box spring less dust mites and such. A nice comfortable mattress and you have a nice comfortable night of rest.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Lesley,12/19/2021,Good delivery and on time. But about 2 screws were missing and the bed post couldnt fit into each other so it was impossible to put together. Bad manufacturing. Product seems to have been used and returned before and I just so happened to get it. Walmart should review the products more when they are returned before putting it back on the shelf for someone else to buy.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Lorinda,12/31/2021,"This frame has many parts that get assembled. The frame is folded in one piece but the cross bars are all separate. The have plastic end pieces that get inserted in the cross bars but the do not fit in the pockets for them, so the frame was assembled without them. We needed a hammer to get them in the pockets. There are hex nuts and bolts holding them in. Allen wrench included."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Punkgirl2013,3/16/2018,Was delivered today ... I love this bed frame ... my husband put it together within 15 mins very easy to do ... the metal rails in the center just slide / pop in .... I love how I have space under the bed to store some totes ... but I haven't gotten to that yet ... my bed fits nice ... I do think you do not need a box spring if you have one ... it will make the bed even higher unless you like a really high bed ... for me it's fine a fine height with out a box spring ... my cats also love the bed frame lol found them sleeping under the bed lol ... over all I'm happy and the price was well worth it
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Ebony,10/19/2021,I like how sturdy it is. Good height as well. Took me less than an hr to put together alone. Only 2 things I didn't like were the pack with the tools were not labeled so the instructions would say use g and f but you don't know what screw / nut g or f was.. but it's easy to figure out. Most of the slats did not do into the slots. I had to use my body weight to get some of them in and even with that they are not in all the way.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Chelsy,2/24/2022,"Love! 
Only complaint- the top notch for the left corner slat is damaged. Fortunately it wasn't detrimental to the product!"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,EARNESTINE,3/23/2021,When u have boys who like to play rough wrestling breaking furniture these bed rails are definitely a must get
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Susan,1/1/2021,Excellent Quality! It works great but be sure to place plywood over top 1st. But this is a Very Sturdy Bed Frame!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Felix,8/27/2020,"Very sturdy and solidly built. It took a while to build, but otherwise, it's very well put together. Love it."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,erin,3/22/2021,Very easy to set up... So far mattress has not moved off of it but I've only had it about a week... Good height for storing stuff underneath
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Stacy,8/28/2020,"The frame is nice and sturdy.  I had to put a board under the mattress, because the corners kept falling in  between the slats."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Destiny,12/20/2021,"This frame gives full support across the entire bed. As someone who struggles with scoliosis, this frame provides a stable but gentle support for a mattress."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Shirley,2/6/2022,"I like that it is not 2 separate pieces. That type would hurt my back. This frame is very sturdy, easy to put together."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,KSwsher,2/28/2018,"It was easy to put together even though the instructions weren't specific, easy to figure out. I like the space underneath. It is very sturdy and not noisy. Very happy with this product."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,doityourselfmom01,3/7/2018,The height is perfect. It was pretty easy to assemble. Seems very sturdy. Reason for 4 stars instead of 5- the frame seems a little big for my mattress.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Charles,5/9/2021,"Buying merchandise without seeing first and on line is not my preference. 
I am over 70 and spent over 30 years in aerospace manufacturing. I knew this was going to be a challenge. 
I was so wrong.
It was extremely simple to assemble and the precision of how the parts fit together were characteristic of the aerospace industry.
It matched all the advertised claims and has better stability than any other frame of at least twice the price.
Seriously good deal."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,nemajo,6/29/2020,The frame is not a true Queen bed frame. It's to long for my standard Queen bed.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Jacqueline,3/15/2021,Love this frame came as described easy assembly and very heavy duty!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Odessa,12/30/2020,"This bed frame is great, easy to assemble, sturdy and looks sleek."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,China,3/8/2022,Very sturdy easy to assembly no problems love it
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Dianna,7/9/2020,"Easy to ""build"" and very durable!"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Rochelle,4/20/2020,Perfect for my two teens!!!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Nicehair,8/22/2020,Easy to put together and very sturdy
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,anrnya1020,7/27/2020,Very sturdy and easy to put together.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Lydia,12/28/2020,I bought it for my pregnant daughter as her box spring broke. It was worth the money. Very pleased!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Emily,5/6/2020,Easy to put together and comfortable.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Edwin,1/14/2021,Easy installation. Great nice solid construction..
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Jackeline,5/5/2020,This frame is super firm I really liked
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,mary,3/11/2022,It's sturdy and looks nice
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,snoopiesue,1/22/2021,The best investment yet!  Very sturdy and great storage space underneath
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Talisha,8/4/2020,I am very happy with this and I sleep a lot more comfortable. Best purchase ever!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Karen,3/11/2021,I like it but it is very loud
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Seth,3/21/2021,"Easy to assemble. One of the ends was taller than the other, though."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,mary,11/5/2020,it did not come with enough lock nuts to lock the rails required 12
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,ryan,1/2/2021,Great build and item as described
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Rebecca,7/18/2020,Great easy to put together.great price
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Shirley,8/24/2020,Just what we were looking for. Very sturdy construction. We would highly recommend this product.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,ChrisCo,9/27/2020,"It just takes time, but it was good."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Irene,7/13/2020,We love this bed and easy to install
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Horrible,3/20/2022,The pieces did not fit together had to return
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Anne,4/26/2020,Easy set up and delivered quickly
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Diane,11/3/2020,"Finally after several other bed frames found one that works properly, no noise, awesome stability"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Elizabeth,1/31/2021,"Best frame! Strong, durable quality!"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Ruby,2/22/2022,Easy to put together and good fit for mattress.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Mike,2/13/2021,Solid well designed plenty of space.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Anthony,3/4/2021,Everything was sturdy and easy to put together! Great Item!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,DONNA,8/1/2020,Sturdy and easy to assemble
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Ashley,3/7/2021,Easy to build works great
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Katrina,9/28/2020,"This frame was higher than expected, but was great for storing under the bed in small rooms."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,elizabeth,2/11/2021,Very sturdy and comfortable!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Wanda,2/25/2022,"Easy to assemble, just the right height."
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,vegas,5/3/2020,Just love it and I like the fact I have storage underneath bed as well
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Steve,1/1/2021,"Easy instructions,  all hardware included,  very sturdy materials,  overall an excellent frame"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Me,5/2/2020,My daughter put both beds together herself.Seems durable and a good value.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Amy,8/9/2020,Very sturdy piece able to store containers under bed for optimal room.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Cherie,4/3/2020,This is the perfect bed frame. Easy to follow instructions!
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Pamela,12/10/2020,Very happy with this purchase the frame is very sturdy
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Horrible,8/18/2020,Easy to assemble. I did it myself with tools provided.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Jocelyn,1/10/2021,The best thing in the world
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,gricelda,3/1/2022,I dislike that it says the frame folds down completely to fit under a bed and it does not
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,LindaD,12/13/2021,Very well made. Easy to put together. Everything you need comes with the bed. The height of 14â€ lets you store underneath.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Sonya,2/15/2022,I like it so much more comfortable metal bed frame .. thank you again .
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Ema,2/19/2022,Very easy set up. Nice and sturdy.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Elm,2/14/2022,This bed frame is nice looking and easy to put together. Just as I wanted.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Shortyk,3/14/2018,"Easy ASSEMBLY and solid. Much more attractive than bed rails and ELIMINATES need for box Spring. Also makes the bed low enough for a 5'4"" person!"
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Charles,11/19/2021,Bed frame itself was sturdy. The Allen wrench and regular wrench they give you to put it together are junk they round off easily.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Takiki56,12/2/2021,Very easy to put together and can be done fairly quickly and in a compact room.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Cynthia,11/25/2021,Easy  to assemble.  Looks great and very sturdy.
GrandRest 14 Dura Metal Bed Frame with Non Slip Feature Queen,Prisila,12/25/2021,i was a bit iffy on getting this but i ended up getting it after all
Sceptre 50 Class 4K UHD LED TV U515CV U,GeminiLady,6/13/2021,"I have to give this a 5 Star,! Because, this is the most beautiful, Huge tv. The color is lovely, to me. I must say I feel Special to have this tv. Feel like I made an accomplishment in life. I have been through a lot with my health. This was my  gift to myself! Money well spent!!!! Please buy you will NOT BE DISAPPOINTED! Thanking God for another year through all this Uncertainties and for giving me  Is Good!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Poolgamer,8/18/2021,"Great looking tv, works very well, colors are great and sound is towards front.  Shipment stated about 3 weeks, i think,  BUT next thing I knew a few days later it was at the door!!!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Good,4/19/2020,Let's just start with I don't ever write reviews but I had to for this tv it's lovely nice sound great picture and for $189. Best bang for your buck I ordered another one a 55in which should be here in a few days if your going back and forth about getting it just get it you won't regret it looks even nicer on the wall too I get lots of compliments on
Sceptre 50 Class 4K UHD LED TV U515CV U,Nathan,8/7/2020,"The TV came to my house pretty promptly. I was excited to open it. Not only was I amazed by the packaging but it even included a little screwdriver with the name of the TV on it. I've never seen that before Oh, I went and bought a brand new DVD player from Walmart which I hooked up and everything looks great! I would probably recommend for anybody to get the extended warranty just because you never know with these TVs these days. But I surely hope it lasts a long time! Very pleased for the cost! The plastic is still on and im sure itll look even better with it off!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Currie,5/26/2021,"The TV has a fantastic picture on it which on three of its HDMI ports are capable of full 4k resolution at 60 hz. The fourth port can do 4K resolution but is limited to 30 hz but that doesn't matter as this HDMI port should be used with a soundbar that has an HDMI ARC/CEC connection. My cheap soundbar's ARC refused to work correctly (Grand Teton from Amazon) with the TV but it was an issue with the soundbar itself. The speakers built into the TV are awful like they are on most flat screen televisions. Get a decent soundbar to pair up with the unit. Also this is the only LCD TV that came as a ""dumb"" TV which I was specifically looking for. Rokus that are built into the TV run very slow and are barely usable. Grab a Roku streaming stick   to ..."
Sceptre 50 Class 4K UHD LED TV U515CV U,Stuart,12/10/2021,"the tv is amazing beautiful picture and the sound is way better than the 43""Sceptre that was a year old but the screan got broke fron a ball joint that exploded.  My problem is the shipping it took 8 day's past the day it was scheduled to be delivered. Walmart uses FedEx and they are slow they need to stop estimating deliveries if it is shipped with FedEx. My tv was in salt lake all of the 8 days??? Why..... i was so frustrated i was going to send it back. UPS would be much better carrier for on time deliveries. I will think twice before purchasing anything else from Walmart for big purchases i will get it from Amazon!!!  but for under $200.00 this is a very good tv and there sound problems have been addressed this tv has excellent sound an..."
Sceptre 50 Class 4K UHD LED TV U515CV U,William,4/29/2020,"Price and picture are great! Not a smart Tv, but I have chromecast.  Sound is not the best. Two days after I had the Tv a 10 to 12 inch green line appeared in the middle of my screen. I contacted Walmart and they shoot me out a replacement TV hopefully this doesn't happen again."
Sceptre 50 Class 4K UHD LED TV U515CV U,Daximus,12/10/2016,"I didnt want to give this product one star since it may have worked perfectly had it arrived in tact. However it is worth noting that if you buy this item online there is a definite possibility of it arriving damaged.  There was a small amount of damage on the box, but not enough that I would have suspected the tv to be damaged. It comes shipped in its own packaging, there is not a larger box that the tv box is placed into.  The price was right and I imagine if it had actually made it on my wall in tact it probably would have gotten a 4-5 rating."
Sceptre 50 Class 4K UHD LED TV U515CV U,Joe,12/17/2021,"Ordered this TV pre-Black Friday on sale. Received quickly and was impressed with size and quality. The sound was also great. After 2.5 weeks, a random purple line showed up on the TV. The TV was not damaged, touched, or altered for the two weeks it sat on my TV stand, so was very confused by the line. I am thankful for Walmart customer service as I am able to easily return TV."
Sceptre 50 Class 4K UHD LED TV U515CV U,Staci,12/27/2021,"Bought this TV as a Christmas gift for my daughter during the Black Friday sales. Christmas morning comes, we get it out of the box, plug it in, and the screen is messed up. Half of the screen is normal while the other half is faded. Can't exchange it... I can only return it, and if I want to get another one I have to either A. get a smaller one for the same price, or B. pay way more now for the same size because it was a Black Friday deal so the cost was lower at the time.  I have this brand TV in my living room and love it, wish a simple exchange was possible."
Sceptre 50 Class 4K UHD LED TV U515CV U,aleshia,5/5/2020,"I was always stuck on namebrand tv's. So I told myself I would try this brand due to the price. The google home that comes with the tv was awesome. It was so easy to set-up. I got the tc mounted and due to it not being a smart tv, the firestick took care of that. It shows great"
Sceptre 50 Class 4K UHD LED TV U515CV U,Demarco,9/10/2020,Im preparing for the ps5 and wanting a 4K tv seeing as how the price was so low for its size I say its flaws are manageable picture ok not great screen very easy to install and view audio has 0 bass hook to any external device and your set (HIGHLY RECOMMEND)
Sceptre 50 Class 4K UHD LED TV U515CV U,DTRacing,7/12/2020,"Great picture, decent sound. Price is hard to beat, easy set up. Only complaint is that the volume tends to go up and down on its own but I think that might be an internet connectivity issue as it only does it with the Roku hooked up to WiFi vs the Blu Ray player being hard wired and it doesn't have that issue on that device."
Sceptre 50 Class 4K UHD LED TV U515CV U,PawNewman,8/16/2021,"Paired this TV up with the ""onn. AC Powered Computer Speakers"". The TV has a real good picture quality, but the speakers are very bad. You will need an external speaker source to fully enjoy this TV. The picture quality was more important to me than the speakers. Can't expect much @ $200 in terms of speakers, but I'm very happy with the picture quality. 1080p is very crisp and vibrant."
Sceptre 50 Class 4K UHD LED TV U515CV U,audioception,10/13/2021,This is a great 4K 50 inch item at a great price. I'm using it as a monitor for my mac Mini M1 computer. The big size is wonderful for digital audio editing software (DAW). Should be great for video editing as well. So I didn't care that it is not a smart TV. Has a usb port so you could add streaming. But I don't plan on doing that. Very satisfied. Displays via HDMI from my iPhone as well (using low cost iPhone adapter). Attached is actual screen shot using Logic Pro X.
Sceptre 50 Class 4K UHD LED TV U515CV U,Tanesha,9/2/2021,It has great images with very crisp pictures and the framing and finish on it is beautiful. I didn't expect the resolution to be as good as it is but honestly it's great! If you're looking for a 4K TV that's not very expensive I would recommend this one.
Sceptre 50 Class 4K UHD LED TV U515CV U,AuntNyCee,10/26/2021,The picture tube is dimming and it's no longer connecting to the internet...i will never purchase another Samsung and will continue to always invest in the Best which is VIZIO TV!
Sceptre 50 Class 4K UHD LED TV U515CV U,juan,12/11/2016,"this is a very nice tv with a very clean image at very good price, in 4k tv nobody can beat this price but the sound is not good i need to buy a sound bar but i still like the tv"
Sceptre 50 Class 4K UHD LED TV U515CV U,Lee,5/2/2020,"Love the TV for the price. Only had it a month so far but everything works great. Sharp picture, sound is ok but I have a sound bar so that doesn't affect anything for me."
Sceptre 50 Class 4K UHD LED TV U515CV U,william,5/9/2020,super happy...easy to set up...great picture...using a sound bar...easier access to all the ports and stuff than my last TV.well worth the money...might get one more!
Sceptre 50 Class 4K UHD LED TV U515CV U,Decent,7/10/2020,"Hooked my Xbox up and noticed a difference immediately. Absolutely beautiful picture, minus the color temp being a little off. I'll be playing with the settings to see if I can make it more even, but otherwise great budget 4k TV."
Sceptre 50 Class 4K UHD LED TV U515CV U,Glenn,5/14/2020,"Decent  Inexpensive entry level 4K Led tv, Nice clear picture , sound is ok if tv is in a not so big bedroom or not so big living room but if u want more premium sound I suggest a sound bar to go with tv, but price can't be beaten on it"
Sceptre 50 Class 4K UHD LED TV U515CV U,Bking2010,7/8/2021,"So far I like the TV, the size is awesome, has good volume sound, great picture quality, warranty inexpensive, awesome price, this is a fantastic product to me. As important, all its features are actually implemented well. Good picture, light weight, good value for the price, inexpensive to me."
Sceptre 50 Class 4K UHD LED TV U515CV U,ethelya,7/10/2021,"I purchased this TV while I was in the process of refurnishing my home (so I didn't open it immediately) The delivery driver placed the TV inside my home, and it has been in the same place since it was delivered. Physically looking at the TV there doesn't appear to be any damage, but as soon as I powered it on to set it up I was able to see that the screen is cracked."
Sceptre 50 Class 4K UHD LED TV U515CV U,Ashley,4/15/2021,I love this 4K TV. The sound is perfect and the picture is sharp. The only thing is that my xbox one s doesn't allow HDR10 on this 4k TV which is it's fine. And people say the sound is very poor on this TV and no it's not. I am play Resident Evil 2 Remake as Leon and the sound is very good and clear. The screen is also perfect for our den room to play our games. We had a 40 inch 4K smart TV and the screen was not very big so we put that TV in the guest room.
Sceptre 50 Class 4K UHD LED TV U515CV U,Cheaps,6/13/2021,"Bought this for an outdoor setup (along with an outdoor case), so I didn't want to splurge too much right off the bat.  Got this for $203 and could not be happier with the picture and sound especially at this price.  Bought a smart soundbar to go with it, but returned it because it did not add much over the TV speakers.  Just at volume 34 it was plenty loud and clear in my backyard.  No bass obviously, so will still need something to fill out the sound, but the voice clarity is impressive.  I hope it holds up, because this will be a phenomenal buy at the price.  The plastic is still on the screen in the photos by the way."
Sceptre 50 Class 4K UHD LED TV U515CV U,Sunny,7/19/2021,Well I finally got the TV hooked up and all kinds of horrible colors like at the top of it like it's cracked and then then they start shooting through the middle no picture sound came on no picture just funky colors so the TV sucked but called customer service and the young man made my day and she sended me a new TV we're going to try it again didn't have any problems so the TV got a one star but customer service today the young man got five stars.
Sceptre 50 Class 4K UHD LED TV U515CV U,Pha,7/10/2021,"So I recently ordered this Tv when it was on sale for $203. I was a bit skeptical because I'm use to  major name brands and never would've thought the quality just as equal. Shipping made me nervous because I mean, I'm shipping a whole 50 inch state to state but I saw  another review that said they appreciated the packing so that gave me a bit more faith lol. When I got the tv it was in the tv box. Clearly you can see it's a tv so if you're shipping to a home where it may be left on the porch you may want to consider that. But over all when I opened the box there were a lot of precautions taken to make sure the tv got to it's destination without damage so I was extremely happy about that. They picture quality is great! It definitely compare..."
Sceptre 50 Class 4K UHD LED TV U515CV U,Daculamom,5/28/2021,"This is the second one of these TVs i have purchaed! Great size and clear picture i'm very easy to install. Please note, that it is not a smart television, but at this price it's an amazing deal and easily made smart with an Amazon fire stick or Ruco.  Would highly recommend"
Sceptre 50 Class 4K UHD LED TV U515CV U,Mari3141,4/9/2020,"I love my new tv, the price and the quality are both great! You will not regret getting this one. The picture is crisp and the sound is awesome."
Sceptre 50 Class 4K UHD LED TV U515CV U,GabeC,6/23/2020,"IVve had many Sceptre TVs over the last 10 years or so, I am always pleased and am a customer for life! 

Great value!!!"
Sceptre 50 Class 4K UHD LED TV U515CV U,Mike,5/31/2021,50 inch tv for $200.00!! Had to buy it. Way better than I expected for the price being so cheap. Great picture. Sound could be a bit better but I have it hooked up to my Vizio surround with the speakers off so no big deal. Love it.
Sceptre 50 Class 4K UHD LED TV U515CV U,Jacksongirl,6/4/2021,This tv is the perfect size for my entertainment center. The volume is great. It get very loud and this is coming from someone with hearing issues. Also being able to adjust the picture ratio is a definite plus. Good value at a reasonable price.
Sceptre 50 Class 4K UHD LED TV U515CV U,Oscar,6/13/2021,Was looking for a great deal for the money and for my patio. The images are high definition. I run it with my Fire Stick and I love it. No cable or satellite fees.
Sceptre 50 Class 4K UHD LED TV U515CV U,Jance,6/15/2021,"I actually thought it was a smart TVs, however after I set it up I decided it was just fine for the price and. A plus was that its definition is fantastic as I have visual issues and it Id perfect for me ."
Sceptre 50 Class 4K UHD LED TV U515CV U,StephanieB,4/3/2021,"It is exactly as described. I purchased for Black Friday, and it arrived well packaged. I was not expecting it to be delivered during a blizzard,  but it was on time."
Sceptre 50 Class 4K UHD LED TV U515CV U,Tina,4/29/2020,I love this this tv theres nothing i dislike
Sceptre 50 Class 4K UHD LED TV U515CV U,DannyB,5/5/2020,"Grear price for a 50"" flat screen i have no complaints"
Sceptre 50 Class 4K UHD LED TV U515CV U,Joshua,4/29/2020,Great price! Great picture!
Sceptre 50 Class 4K UHD LED TV U515CV U,Ebony,4/4/2020,So far so good well worth the $200
Sceptre 50 Class 4K UHD LED TV U515CV U,Walmartgal60,4/10/2020,Its easier to watch and the colors are more vivid. I'm happy with my tv
Sceptre 50 Class 4K UHD LED TV U515CV U,Maiya,4/24/2020,Great price! Great value! No complaints!
Sceptre 50 Class 4K UHD LED TV U515CV U,Lawanda,5/12/2020,I love my tv. It have a nice pic
Sceptre 50 Class 4K UHD LED TV U515CV U,Kana,5/2/2020,"Great picture, great sound, great price. I bought two!"
Sceptre 50 Class 4K UHD LED TV U515CV U,jolene,9/7/2021,Love my new tv so excited it came early too no damage to it gonna but another one â˜ºï¸
Sceptre 50 Class 4K UHD LED TV U515CV U,Louis,8/2/2021,Just had the time to put them up and 2 of the TVs I bought didn't work
Sceptre 50 Class 4K UHD LED TV U515CV U,Marcus,11/8/2021,my TV came in the mail broken it has crack on the screen
Sceptre 50 Class 4K UHD LED TV U515CV U,Sherry,5/11/2021,TV broke when received.  Wouldn't exchange it cuz its was over 30 days when purchased... took shipping over 30 days to be delivered! Not my fault!!!
Sceptre 50 Class 4K UHD LED TV U515CV U,Don,6/25/2021,"Got this at a hard to beat price and love it.  Great picture quality.  Was a bit skeptical as it was an unfamiliar brand, but definitely a good deal."
Sceptre 50 Class 4K UHD LED TV U515CV U,Miriam,3/30/2021,I love my TV! This is my 2nd spectrum and the picture is beautiful. I'm not an expert in TVs but it's awesome and affordable!
Sceptre 50 Class 4K UHD LED TV U515CV U,Philip,7/4/2021,For 200$ it's a bang for buck an got tivo 4k dongle for 30$ so 50inch 4k smart tv for 230$  it's a steal
Sceptre 50 Class 4K UHD LED TV U515CV U,Thor,6/4/2021,Worth it for the price. Picture and sound are really good. Super light and easy to mount on the wall.
Sceptre 50 Class 4K UHD LED TV U515CV U,rachel,6/7/2021,I've had this tv for a week now and I love it! Out whole house has specter TVs and they just seem to run forever! Definitely an amazing tv!
